Fecha,Hora,Técnico,Locación,pH,Turbidez (NTU),Cloro Residual (mg/L),Observaciones,Foto
13/06/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.30,1.15,,
14/06/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.35,1.20,,
15/06/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.40,1.35,,
16/06/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.40,1.25,,
17/06/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,135.00,1.10,,
18/06/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.30,1.10,,
19/06/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.10,1.00,,
20/06/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.10,1.35,,
21/06/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.10,1.35,,
22/06/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.29,1.80,,
23/06/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.80,1.40,,
24/06/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.80,1.30,,
25/06/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.90,1.00,,
26/06/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.90,1.15,,
27/06/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.95,1.50,,
28/06/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.90,1.05,,
29/06/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.90,1.08,,
30/06/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,1.92,1.10,,
1/07/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.92,1.20,,
2/07/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.62,0.90,1.30,,
3/07/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.90,1.32,,
4/07/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.90,1.25,,
5/07/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.62,0.91,1.24,,
6/07/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.94,1.21,,
7/07/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.63,0.96,1.20,,
8/07/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.98,1.25,,
9/07/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.64,0.99,1.28,,
10/07/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.99,1.28,,
11/07/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.00,1.24,,
12/07/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.59,1.00,1.24,,
13/07/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.00,1.23,,
14/07/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.01,1.29,,
15/07/2023,16:30:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.02,1.20,,
16/07/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.06,1.22,,
17/07/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.66,0.75,1.18,,
18/07/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.75,1.10,,
19/07/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.76,1.12,,
20/07/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.66,0.80,1.20,,
21/07/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.80,1.10,,
22/07/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.10,,
23/07/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.30,,
24/07/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.15,,
25/07/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.80,1.25,,
26/07/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.00,,
27/07/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.80,1.20,,
28/07/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.80,1.40,,
29/07/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.80,1.20,,
30/07/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.00,,
31/07/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.80,1.00,,
1/08/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.80,1.30,,
2/08/2023,07:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.80,1.10,,
3/08/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.90,1.40,,
4/08/2023,06:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.90,1.35,,
5/08/2023,06:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.90,1.40,,
6/08/2023,06:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.90,1.22,,
7/08/2023,06:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.90,1.40,,
8/08/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.90,1.45,,
9/08/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.90,1.45,,
10/08/2023,07:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.80,1.10,,
11/08/2023,07:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.80,1.10,,
12/08/2023,07:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.80,1.10,,
13/08/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.82,1.15,,
14/08/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.58,0.82,1.17,,
15/08/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.66,0.83,1.15,,
16/08/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.85,1.10,,
17/08/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.62,0.84,1.08,,
18/08/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.90,1.11,,
19/08/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.63,0.90,1.18,,
20/08/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.90,1.18,,
21/08/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.64,0.95,1.18,,
22/08/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.61,0.52,1.14,,
23/08/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.68,0.52,1.15,,
24/08/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.54,1.13,,
25/08/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.54,1.13,,
26/08/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.54,1.15,,
27/08/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.54,1.30,,
28/08/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.54,1.35,,
29/08/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.54,1.40,,
30/08/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.54,1.36,,
31/08/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.50,1.45,,
1/09/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.70,0.50,1.05,,
2/09/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.70,0.50,1.00,,
3/09/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.70,0.50,1.00,,
4/09/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.50,1.20,,
5/09/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.50,1.23,,
6/09/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.70,0.50,1.10,,
7/09/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.50,1.27,,
8/09/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.50,1.27,,
9/09/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.50,1.27,,
10/09/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.50,1.27,,
11/09/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.70,1.10,,
12/09/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.70,1.15,,
13/09/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.70,1.40,,
14/09/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.70,1.20,,
15/09/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.70,1.20,,
16/09/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.70,1.00,,
17/09/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.65,0.70,1.00,,
18/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.70,1.05,,
19/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,0.70,1.05,,
20/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,0.70,1.05,,
21/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,0.70,1.05,,
22/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,0.70,1.05,,
23/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,0.70,1.05,,
24/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,0.70,1.05,,
25/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,0.70,1.05,,
26/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,0.70,1.05,,
27/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,0.70,1.05,,
28/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,0.70,1.05,,
29/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,0.70,1.05,,
30/09/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,0.12,,
1/10/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.12,,
2/10/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.12,,
3/10/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.02,,
4/10/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.02,,
5/10/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.02,,
6/10/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.30,,
7/10/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.30,,
8/10/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,0.80,1.30,,
9/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,1.25,,
10/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,1.25,,
11/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,1.25,,
12/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,1.25,,
13/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,1.25,,
14/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,1.25,,
15/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,1.00,,
16/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.90,,
17/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,1.00,,
18/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,1.05,,
19/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.90,,
20/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.80,,
21/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.80,,
22/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
23/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
24/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.90,,
25/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
26/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
27/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
28/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
29/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
30/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
31/10/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
1/11/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
2/11/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
3/11/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
4/11/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
5/11/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
6/11/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
7/11/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
8/11/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
9/11/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
10/11/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.61,,
11/11/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.88,0.70,,
12/11/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.82,0.88,,
13/11/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.67,0.92,0.88,,
14/11/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.67,0.99,0.70,,
15/11/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.70,,
16/11/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.70,,
17/11/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.89,,
18/11/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.89,,
19/11/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.89,,
20/11/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.89,,
21/11/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.89,,
22/11/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.89,,
23/11/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.89,,
24/11/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.89,,
25/11/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,1.11,,
26/11/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.71,,
27/11/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.75,,
28/11/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.75,,
29/11/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.65,,
30/11/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.93,,
1/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,1.15,,
2/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.95,,
3/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,1.05,,
4/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,1.05,,
5/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,1.05,,
6/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.99,0.75,,
7/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.30,0.95,,
8/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.30,0.95,,
9/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.30,0.95,,
10/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.30,0.95,,
11/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.30,0.95,,
12/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.30,0.95,,
13/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.30,0.95,,
14/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.30,0.95,,
15/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.30,0.95,,
16/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.27,1.12,,
17/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.28,1.05,,
18/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.28,1.11,,
19/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.28,1.03,,
20/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.28,1.05,,
21/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.28,1.47,,
22/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.98,0.95,,
23/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.98,1.15,,
24/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,0.98,1.08,,
25/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.05,1.25,,
26/12/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.05,1.12,,
27/12/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.06,1.10,,
28/12/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.06,1.15,,
29/12/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.12,1.05,,
30/12/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.12,1.12,,
31/12/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.18,0.95,,
1/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.18,1.36,,
2/01/2024,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.18,0.98,,
3/01/2024,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.69,1.20,1.45,,
4/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.10,1.22,,
5/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.10,1.05,,
6/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.10,0.90,,
7/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.15,1.05,,
8/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.15,1.25,,
9/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.05,1.05,,
10/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.05,1.25,,
11/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.05,1.35,,
12/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.55,1.20,,
13/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.55,1.20,,
14/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.75,1.05,,
15/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.75,1.45,,
16/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.75,1.20,,
17/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.75,1.40,,
18/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.01,1.55,1.45,,
19/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.06,1.55,1.15,,
20/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.06,1.55,1.15,,
21/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.78,1.75,1.15,,
22/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.78,1.75,1.03,,
23/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.78,1.75,1.09,,
24/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.78,1.75,1.05,,
25/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.67,1.75,1.05,,
26/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.71,1.75,1.05,,
27/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.67,4.17,1.13,,
28/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.61,4.17,1.41,,
29/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.49,4.51,1.25,,
30/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.39,4.02,0.98,,
31/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.36,3.99,1.12,,
1/02/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.41,4.04,0.99,,
2/02/2024,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.41,4.06,1.15,,
3/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.06,0.99,,
4/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.06,0.85,,
5/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.06,1.12,,
6/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.06,1.05,,
7/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.06,1.05,,
8/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.06,1.13,,
9/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.06,0.88,,
10/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.06,1.15,,
11/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.06,1.20,,
12/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.06,1.20,,
13/02/2024,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.55,1.50,,
14/02/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.55,1.50,,
15/02/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.55,1.55,,
16/02/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,4.36,1.62,,
17/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.00,1.50,,
18/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.00,1.35,,
19/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.00,1.00,,
20/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.00,1.10,,
21/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.15,1.00,,
22/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.15,1.00,,
23/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.00,1.00,,
24/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.00,1.10,,
25/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.05,0.90,,
26/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.05,0.90,,
27/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.05,0.90,,
28/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.05,1.45,,
29/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.05,1.05,,
1/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.05,1.00,,
2/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.00,1.00,,
3/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.00,1.00,,
4/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.00,1.00,,
5/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.00,1.00,,
6/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.48,1.00,1.00,,
